(internal) id,(source) id,pubmed id,consensus,jgmmanzano,MGEORGE,gpratt,MGEORGE1,normando
937758,803,none,1,1,o,o,o,1
937759,1522,none,1,1,o,o,o,1
937760,1980,none,x,-1,o,o,o,1
937763,2013,none,1,1,o,o,o,1
937765,1459,none,1,1,o,o,o,1
937766,2900,none,x,1,o,o,o,0
937767,130,none,x,-1,o,o,o,0
937768,2533,none,x,1,o,o,o,0
937769,1414,none,1,1,o,o,o,1
937770,1374,none,1,1,o,o,o,1
937772,102,none,o,-1,o,o,o,o
937773,792,none,o,1,o,o,o,o
937775,582,none,o,1,o,o,o,o
937776,743,none,o,1,o,o,o,o
937779,921,none,o,1,o,o,o,o
937780,1059,none,o,1,o,o,o,o
937782,816,none,o,1,o,o,o,o
937785,303,none,o,1,o,o,o,o
937787,3131,none,o,-1,o,o,o,o
937788,2624,none,o,1,o,o,o,o
937789,1560,none,o,1,o,o,o,o
937791,2231,none,o,-1,o,o,o,o
937792,1671,none,o,-1,o,o,o,o
937793,512,none,o,1,o,o,o,o
937799,247,none,1,1,1,o,o,o
937800,1597,none,o,1,o,o,o,o
937803,2009,none,-1,-1,-1,o,o,o
937804,74,none,o,1,o,o,o,o
937809,552,none,o,1,o,o,o,o
937810,2526,none,o,1,o,o,o,o
937811,1515,none,-1,-1,-1,o,o,o
937812,2562,none,o,1,o,o,o,o
937813,859,none,o,1,o,o,o,o
937814,1866,none,o,1,o,o,o,o
937817,1947,none,o,1,o,o,o,o
937819,2611,none,o,1,o,o,o,o
937820,486,none,o,-1,o,o,o,o
937822,1571,none,o,1,o,o,o,o
937824,596,none,o,1,o,o,o,o
937825,1149,none,o,1,o,o,o,o
937828,15,none,o,1,o,o,o,o
937829,2704,none,o,-1,o,o,o,o
937830,2940,none,o,-1,o,o,o,o
937831,1634,none,o,1,o,o,o,o
937832,39,none,o,-1,o,o,o,o
937833,658,none,o,1,o,o,o,o
937835,940,none,o,1,o,o,o,o
937836,2525,none,o,1,o,o,o,o
937837,1736,none,o,1,o,o,o,o
937838,1120,none,o,-1,o,o,o,o
937840,2128,none,o,1,o,o,o,o
937841,70,none,o,1,o,o,o,o
937843,1450,none,o,1,o,o,o,o
937846,408,none,o,-1,o,o,o,o
937848,1368,none,o,1,o,o,o,o
937851,1888,none,o,1,o,o,o,o
937852,1467,none,o,-1,o,o,o,o
937855,1152,none,o,-1,o,o,o,o
937870,2866,none,-1,-1,-1,o,o,o
937902,576,none,1,1,1,o,o,o
937905,371,none,1,1,1,o,o,o
937919,1586,none,o,o,1,o,o,o
937936,2014,none,-1,-1,-1,o,o,o
937955,423,none,1,1,1,o,o,o
937971,2174,none,-1,-1,-1,o,o,o
938045,1670,none,1,1,1,o,o,o
938103,673,none,-1,-1,-1,o,o,o
938138,2638,none,-1,-1,-1,o,o,o
938148,266,none,o,o,-1,o,o,o
938175,2205,none,-1,-1,-1,o,o,o
938181,1012,none,1,1,1,o,o,o
938219,2161,none,o,-1,o,o,o,o
938258,3200,none,o,-1,o,o,o,o
938267,2808,none,o,o,1,o,o,o
938273,1372,none,1,1,1,o,o,o
938311,428,none,o,-1,o,o,o,o
938354,715,none,1,1,1,o,o,o
938355,3207,none,-1,-1,-1,o,o,o
938434,2705,none,o,o,-1,o,o,o
938481,995,none,1,1,1,o,o,o
938514,896,none,1,1,1,o,o,o
938515,973,none,o,o,-1,o,o,o
938534,3086,none,-1,-1,-1,o,o,o
938559,478,none,-1,-1,-1,o,o,o
938561,1959,none,o,o,-1,o,o,o
938564,496,none,1,1,1,o,o,o
938635,702,none,x,0,1,o,o,o
938636,2349,none,1,1,1,o,o,o
938657,2558,none,o,-1,o,o,o,o
938665,1787,none,-1,-1,-1,o,o,o
938679,2933,none,o,o,1,o,o,o
938700,2132,none,-1,-1,-1,o,o,o
938703,2295,none,-1,-1,-1,o,o,o
938731,2203,none,-1,-1,-1,o,o,o
938750,519,none,-1,-1,-1,o,o,o
938799,1448,none,o,o,-1,o,o,o
938831,2731,none,o,-1,o,o,o,o
938837,1841,none,-1,-1,-1,o,o,o
938846,2225,none,1,1,1,o,o,o
938866,2215,none,o,-1,o,o,o,o
938877,530,none,-1,-1,-1,o,o,o
938880,333,none,o,-1,o,o,o,o
938934,827,none,-1,-1,-1,o,o,o
938975,121,none,o,o,1,o,o,o
939068,929,none,1,1,1,o,o,o
939069,2489,none,1,1,1,o,o,o
939081,2747,none,1,1,1,o,o,o
939175,3110,none,-1,-1,-1,o,o,o
939194,2453,none,-1,-1,-1,o,o,o
939197,2710,none,-1,-1,-1,o,o,o
939202,3127,none,-1,-1,-1,o,o,o
939244,2303,none,1,1,1,o,o,o
939275,2788,none,1,1,1,o,o,o
939304,2012,none,-1,-1,-1,o,o,o
939324,2134,none,1,1,1,o,o,o
939332,393,none,o,o,1,o,o,o
939343,2334,none,-1,-1,-1,o,o,o
939387,2616,none,-1,-1,-1,o,o,o
939435,1408,none,1,1,1,o,o,o
939445,1631,none,-1,-1,-1,o,o,o
939458,3363,none,-1,-1,-1,o,o,o
939487,2506,none,1,1,1,o,o,o
939511,998,none,1,1,1,o,o,o
939517,3121,none,-1,-1,-1,o,o,o
939536,1144,none,1,1,1,o,o,o
939564,577,none,1,1,1,o,o,o
939574,1097,none,1,1,1,o,o,o
939577,1685,none,-1,-1,-1,o,o,o
939590,165,none,1,1,1,o,o,o
939597,3101,none,-1,-1,-1,o,o,o
939615,1174,none,o,o,-1,o,o,o
939626,1999,none,-1,-1,-1,o,o,o
939646,2729,none,o,o,1,o,o,o
939696,1607,none,o,1,o,o,o,o
939708,3232,none,o,o,-1,o,o,o
939709,410,none,1,1,1,o,o,o
939716,1003,none,1,1,1,o,o,o
939743,2348,none,-1,-1,-1,o,o,o
939810,3253,none,o,o,-1,o,o,o
939868,1338,none,o,o,1,o,o,o
939894,1675,none,o,1,o,o,o,o
939907,3379,none,-1,-1,-1,o,o,o
939921,2665,none,-1,-1,-1,o,o,o
939931,2131,none,1,1,1,o,o,o
939932,3255,none,-1,-1,-1,o,o,o
939933,399,none,1,1,1,o,o,o
939972,3083,none,-1,-1,-1,o,o,o
940084,431,none,o,1,o,o,o,o
940124,525,none,o,o,-1,o,o,o
citations that are not yet labeled by anyone
936802
936810
936812
936818
936826
936831
936832
936841
936843
936844
936848
936850
936853
936855
936859
936862
936863
936865
936866
936868
936874
936875
936888
936903
936907
936908
936910
936911
936914
936918
936919
936920
936927
936932
936941
936950
936952
936955
936958
936964
936970
936979
936982
936983
936984
936992
936994
937000
937006
937011
937014
937021
937029
937030
937034
937035
937039
937045
937046
937049
937051
937052
937053
937061
937065
937066
937069
937076
937077
937081
937083
937094
937095
937099
937102
937117
937120
937124
937129
937131
937132
937140
937143
937147
937151
937156
937157
937160
937161
937164
937166
937169
937175
937176
937178
937182
937187
937189
937194
937196
937204
937211
937216
937217
937221
937226
937239
937242
937247
937249
937255
937257
937260
937261
937265
937266
937269
937270
937272
937274
937278
937287
937291
937292
937293
937299
937302
937312
937319
937338
937341
937343
937346
937347
937349
937353
937355
937363
937371
937372
937373
937374
937375
937380
937384
937391
937392
937394
937396
937400
937401
937402
937403
937404
937410
937411
937414
937415
937417
937418
937420
937425
937429
937431
937433
937435
937438
937440
937441
937445
937446
937447
937448
937454
937460
937461
937462
937463
937469
937474
937477
937481
937491
937493
937495
937498
937500
937507
937509
937513
937521
937522
937523
937524
937534
937535
937538
937539
937541
937542
937547
937555
937556
937557
937564
937565
937567
937574
937577
937578
937584
937586
937588
937591
937597
937599
937603
937605
937611
937613
937615
937617
937623
937626
937627
937628
937634
937637
937638
937641
937644
937646
937647
937650
937656
937659
937661
937665
937666
937671
937672
937673
937674
937676
937681
937682
937683
937684
937690
937695
937697
937699
937701
937702
937706
937708
937709
937720
937721
937725
937727
937729
937730
937733
937734
937735
937736
937737
937741
937743
937744
937747
937748
937754
937757
937761
937762
937764
937771
937774
937777
937778
937781
937783
937784
937786
937790
937794
937795
937796
937797
937798
937801
937802
937805
937806
937807
937808
937815
937816
937818
937821
937823
937826
937827
937834
937839
937842
937844
937845
937847
937849
937850
937853
937854
937856
937857
937858
937859
937860
937861
937862
937863
937864
937865
937866
937867
937868
937869
937871
937872
937873
937874
937875
937876
937877
937878
937879
937880
937881
937882
937883
937884
937885
937886
937887
937888
937889
937890
937891
937892
937893
937894
937895
937896
937897
937898
937899
937900
937901
937903
937904
937906
937907
937908
937909
937910
937911
937912
937913
937914
937915
937916
937917
937918
937920
937921
937922
937923
937924
937925
937926
937927
937928
937929
937930
937931
937932
937933
937934
937935
937937
937938
937939
937940
937941
937942
937943
937944
937945
937946
937947
937948
937949
937950
937951
937952
937953
937954
937956
937957
937958
937959
937960
937961
937962
937963
937964
937965
937966
937967
937968
937969
937970
937972
937973
937974
937975
937976
937977
937978
937979
937980
937981
937982
937983
937984
937985
937986
937987
937988
937989
937990
937991
937992
937993
937994
937995
937996
937997
937998
937999
938000
938001
938002
938003
938004
938005
938006
938007
938008
938009
938010
938011
938012
938013
938014
938015
938016
938017
938018
938019
938020
938021
938022
938023
938024
938025
938026
938027
938028
938029
938030
938031
938032
938033
938034
938035
938036
938037
938038
938039
938040
938041
938042
938043
938044
938046
938047
938048
938049
938050
938051
938052
938053
938054
938055
938056
938057
938058
938059
938060
938061
938062
938063
938064
938065
938066
938067
938068
938069
938070
938071
938072
938073
938074
938075
938076
938077
938078
938079
938080
938081
938082
938083
938084
938085
938086
938087
938088
938089
938090
938091
938092
938093
938094
938095
938096
938097
938098
938099
938100
938101
938102
938104
938105
938106
938107
938108
938109
938110
938111
938112
938113
938114
938115
938116
938117
938118
938119
938120
938121
938122
938123
938124
938125
938126
938127
938128
938129
938130
938131
938132
938133
938134
938135
938136
938137
938139
938140
938141
938142
938143
938144
938145
938146
938147
938149
938150
938151
938152
938153
938154
938155
938156
938157
938158
938159
938160
938161
938162
938163
938164
938165
938166
938167
938168
938169
938170
938171
938172
938173
938174
938176
938177
938178
938179
938180
938182
938183
938184
938185
938186
938187
938188
938189
938190
938191
938192
938193
938194
938195
938196
938197
938198
938199
938200
938201
938202
938203
938204
938205
938206
938207
938208
938209
938210
938211
938212
938213
938214
938215
938216
938217
938218
938220
938221
938222
938223
938224
938225
938226
938227
938228
938229
938230
938231
938232
938233
938234
938235
938236
938237
938238
938239
938240
938241
938242
938243
938244
938245
938246
938247
938248
938249
938250
938251
938252
938253
938254
938255
938256
938257
938259
938260
938261
938262
938263
938264
938265
938266
938268
938269
938270
938271
938272
938274
938275
938276
938277
938278
938279
938280
938281
938282
938283
938284
938285
938286
938287
938288
938289
938290
938291
938292
938293
938294
938295
938296
938297
938298
938299
938300
938301
938302
938303
938304
938305
938306
938307
938308
938309
938310
938312
938313
938314
938315
938316
938317
938318
938319
938320
938321
938322
938323
938324
938325
938326
938327
938328
938329
938330
938331
938332
938333
938334
938335
938336
938337
938338
938339
938340
938341
938342
938343
938344
938345
938346
938347
938348
938349
938350
938351
938352
938353
938356
938357
938358
938359
938360
938361
938362
938363
938364
938365
938366
938367
938368
938369
938370
938371
938372
938373
938374
938375
938376
938377
938378
938379
938380
938381
938382
938383
938384
938385
938386
938387
938388
938389
938390
938391
938392
938393
938394
938395
938396
938397
938398
938399
938400
938401
938402
938403
938404
938405
938406
938407
938408
938409
938410
938411
938412
938413
938414
938415
938416
938417
938418
938419
938420
938421
938422
938423
938424
938425
938426
938427
938428
938429
938430
938431
938432
938433
938435
938436
938437
938438
938439
938440
938441
938442
938443
938444
938445
938446
938447
938448
938449
938450
938451
938452
938453
938454
938455
938456
938457
938458
938459
938460
938461
938462
938463
938464
938465
938466
938467
938468
938469
938470
938471
938472
938473
938474
938475
938476
938477
938478
938479
938480
938482
938483
938484
938485
938486
938487
938488
938489
938490
938491
938492
938493
938494
938495
938496
938497
938498
938499
938500
938501
938502
938503
938504
938505
938506
938507
938508
938509
938510
938511
938512
938513
938516
938517
938518
938519
938520
938521
938522
938523
938524
938525
938526
938527
938528
938529
938530
938531
938532
938533
938535
938536
938537
938538
938539
938540
938541
938542
938543
938544
938545
938546
938547
938548
938549
938550
938551
938552
938553
938554
938555
938556
938557
938558
938560
938562
938563
938565
938566
938567
938568
938569
938570
938571
938572
938573
938574
938575
938576
938577
938578
938579
938580
938581
938582
938583
938584
938585
938586
938587
938588
938589
938590
938591
938592
938593
938594
938595
938596
938597
938598
938599
938600
938601
938602
938603
938604
938605
938606
938607
938608
938609
938610
938611
938612
938613
938614
938615
938616
938617
938618
938619
938620
938621
938622
938623
938624
938625
938626
938627
938628
938629
938630
938631
938632
938633
938634
938637
938638
938639
938640
938641
938642
938643
938644
938645
938646
938647
938648
938649
938650
938651
938652
938653
938654
938655
938656
938658
938659
938660
938661
938662
938663
938664
938666
938667
938668
938669
938670
938671
938672
938673
938674
938675
938676
938677
938678
938680
938681
938682
938683
938684
938685
938686
938687
938688
938689
938690
938691
938692
938693
938694
938695
938696
938697
938698
938699
938701
938702
938704
938705
938706
938707
938708
938709
938710
938711
938712
938713
938714
938715
938716
938717
938718
938719
938720
938721
938722
938723
938724
938725
938726
938727
938728
938729
938730
938732
938733
938734
938735
938736
938737
938738
938739
938740
938741
938742
938743
938744
938745
938746
938747
938748
938749
938751
938752
938753
938754
938755
938756
938757
938758
938759
938760
938761
938762
938763
938764
938765
938766
938767
938768
938769
938770
938771
938772
938773
938774
938775
938776
938777
938778
938779
938780
938781
938782
938783
938784
938785
938786
938787
938788
938789
938790
938791
938792
938793
938794
938795
938796
938797
938798
938800
938801
938802
938803
938804
938805
938806
938807
938808
938809
938810
938811
938812
938813
938814
938815
938816
938817
938818
938819
938820
938821
938822
938823
938824
938825
938826
938827
938828
938829
938830
938832
938833
938834
938835
938836
938838
938839
938840
938841
938842
938843
938844
938845
938847
938848
938849
938850
938851
938852
938853
938854
938855
938856
938857
938858
938859
938860
938861
938862
938863
938864
938865
938867
938868
938869
938870
938871
938872
938873
938874
938875
938876
938878
938879
938881
938882
938883
938884
938885
938886
938887
938888
938889
938890
938891
938892
938893
938894
938895
938896
938897
938898
938899
938900
938901
938902
938903
938904
938905
938906
938907
938908
938909
938910
938911
938912
938913
938914
938915
938916
938917
938918
938919
938920
938921
938922
938923
938924
938925
938926
938927
938928
938929
938930
938931
938932
938933
938935
938936
938937
938938
938939
938940
938941
938942
938943
938944
938945
938946
938947
938948
938949
938950
938951
938952
938953
938954
938955
938956
938957
938958
938959
938960
938961
938962
938963
938964
938965
938966
938967
938968
938969
938970
938971
938972
938973
938974
938976
938977
938978
938979
938980
938981
938982
938983
938984
938985
938986
938987
938988
938989
938990
938991
938992
938993
938994
938995
938996
938997
938998
938999
939000
939001
939002
939003
939004
939005
939006
939007
939008
939009
939010
939011
939012
939013
939014
939015
939016
939017
939018
939019
939020
939021
939022
939023
939024
939025
939026
939027
939028
939029
939030
939031
939032
939033
939034
939035
939036
939037
939038
939039
939040
939041
939042
939043
939044
939045
939046
939047
939048
939049
939050
939051
939052
939053
939054
939055
939056
939057
939058
939059
939060
939061
939062
939063
939064
939065
939066
939067
939070
939071
939072
939073
939074
939075
939076
939077
939078
939079
939080
939082
939083
939084
939085
939086
939087
939088
939089
939090
939091
939092
939093
939094
939095
939096
939097
939098
939099
939100
939101
939102
939103
939104
939105
939106
939107
939108
939109
939110
939111
939112
939113
939114
939115
939116
939117
939118
939119
939120
939121
939122
939123
939124
939125
939126
939127
939128
939129
939130
939131
939132
939133
939134
939135
939136
939137
939138
939139
939140
939141
939142
939143
939144
939145
939146
939147
939148
939149
939150
939151
939152
939153
939154
939155
939156
939157
939158
939159
939160
939161
939162
939163
939164
939165
939166
939167
939168
939169
939170
939171
939172
939173
939174
939176
939177
939178
939179
939180
939181
939182
939183
939184
939185
939186
939187
939188
939189
939190
939191
939192
939193
939195
939196
939198
939199
939200
939201
939203
939204
939205
939206
939207
939208
939209
939210
939211
939212
939213
939214
939215
939216
939217
939218
939219
939220
939221
939222
939223
939224
939225
939226
939227
939228
939229
939230
939231
939232
939233
939234
939235
939236
939237
939238
939239
939240
939241
939242
939243
939245
939246
939247
939248
939249
939250
939251
939252
939253
939254
939255
939256
939257
939258
939259
939260
939261
939262
939263
939264
939265
939266
939267
939268
939269
939270
939271
939272
939273
939274
939276
939277
939278
939279
939280
939281
939282
939283
939284
939285
939286
939287
939288
939289
939290
939291
939292
939293
939294
939295
939296
939297
939298
939299
939300
939301
939302
939303
939305
939306
939307
939308
939309
939310
939311
939312
939313
939314
939315
939316
939317
939318
939319
939320
939321
939322
939323
939325
939326
939327
939328
939329
939330
939331
939333
939334
939335
939336
939337
939338
939339
939340
939341
939342
939344
939345
939346
939347
939348
939349
939350
939351
939352
939353
939354
939355
939356
939357
939358
939359
939360
939361
939362
939363
939364
939365
939366
939367
939368
939369
939370
939371
939372
939373
939374
939375
939376
939377
939378
939379
939380
939381
939382
939383
939384
939385
939386
939388
939389
939390
939391
939392
939393
939394
939395
939396
939397
939398
939399
939400
939401
939402
939403
939404
939405
939406
939407
939408
939409
939410
939411
939412
939413
939414
939415
939416
939417
939418
939419
939420
939421
939422
939423
939424
939425
939426
939427
939428
939429
939430
939431
939432
939433
939434
939436
939437
939438
939439
939440
939441
939442
939443
939444
939446
939447
939448
939449
939450
939451
939452
939453
939454
939455
939456
939457
939459
939460
939461
939462
939463
939464
939465
939466
939467
939468
939469
939470
939471
939472
939473
939474
939475
939476
939477
939478
939479
939480
939481
939482
939483
939484
939485
939486
939488
939489
939490
939491
939492
939493
939494
939495
939496
939497
939498
939499
939500
939501
939502
939503
939504
939505
939506
939507
939508
939509
939510
939512
939513
939514
939515
939516
939518
939519
939520
939521
939522
939523
939524
939525
939526
939527
939528
939529
939530
939531
939532
939533
939534
939535
939537
939538
939539
939540
939541
939542
939543
939544
939545
939546
939547
939548
939549
939550
939551
939552
939553
939554
939555
939556
939557
939558
939559
939560
939561
939562
939563
939565
939566
939567
939568
939569
939570
939571
939572
939573
939575
939576
939578
939579
939580
939581
939582
939583
939584
939585
939586
939587
939588
939589
939591
939592
939593
939594
939595
939596
939598
939599
939600
939601
939602
939603
939604
939605
939606
939607
939608
939609
939610
939611
939612
939613
939614
939616
939617
939618
939619
939620
939621
939622
939623
939624
939625
939627
939628
939629
939630
939631
939632
939633
939634
939635
939636
939637
939638
939639
939640
939641
939642
939643
939644
939645
939647
939648
939649
939650
939651
939652
939653
939654
939655
939656
939657
939658
939659
939660
939661
939662
939663
939664
939665
939666
939667
939668
939669
939670
939671
939672
939673
939674
939675
939676
939677
939678
939679
939680
939681
939682
939683
939684
939685
939686
939687
939688
939689
939690
939691
939692
939693
939694
939695
939697
939698
939699
939700
939701
939702
939703
939704
939705
939706
939707
939710
939711
939712
939713
939714
939715
939717
939718
939719
939720
939721
939722
939723
939724
939725
939726
939727
939728
939729
939730
939731
939732
939733
939734
939735
939736
939737
939738
939739
939740
939741
939742
939744
939745
939746
939747
939748
939749
939750
939751
939752
939753
939754
939755
939756
939757
939758
939759
939760
939761
939762
939763
939764
939765
939766
939767
939768
939769
939770
939771
939772
939773
939774
939775
939776
939777
939778
939779
939780
939781
939782
939783
939784
939785
939786
939787
939788
939789
939790
939791
939792
939793
939794
939795
939796
939797
939798
939799
939800
939801
939802
939803
939804
939805
939806
939807
939808
939809
939811
939812
939813
939814
939815
939816
939817
939818
939819
939820
939821
939822
939823
939824
939825
939826
939827
939828
939829
939830
939831
939832
939833
939834
939835
939836
939837
939838
939839
939840
939841
939842
939843
939844
939845
939846
939847
939848
939849
939850
939851
939852
939853
939854
939855
939856
939857
939858
939859
939860
939861
939862
939863
939864
939865
939866
939867
939869
939870
939871
939872
939873
939874
939875
939876
939877
939878
939879
939880
939881
939882
939883
939884
939885
939886
939887
939888
939889
939890
939891
939892
939893
939895
939896
939897
939898
939899
939900
939901
939902
939903
939904
939905
939906
939908
939909
939910
939911
939912
939913
939914
939915
939916
939917
939918
939919
939920
939922
939923
939924
939925
939926
939927
939928
939929
939930
939934
939935
939936
939937
939938
939939
939940
939941
939942
939943
939944
939945
939946
939947
939948
939949
939950
939951
939952
939953
939954
939955
939956
939957
939958
939959
939960
939961
939962
939963
939964
939965
939966
939967
939968
939969
939970
939971
939973
939974
939975
939976
939977
939978
939979
939980
939981
939982
939983
939984
939985
939986
939987
939988
939989
939990
939991
939992
939993
939994
939995
939996
939997
939998
939999
940000
940001
940002
940003
940004
940005
940006
940007
940008
940009
940010
940011
940012
940013
940014
940015
940016
940017
940018
940019
940020
940021
940022
940023
940024
940025
940026
940027
940028
940029
940030
940031
940032
940033
940034
940035
940036
940037
940038
940039
940040
940041
940042
940043
940044
940045
940046
940047
940048
940049
940050
940051
940052
940053
940054
940055
940056
940057
940058
940059
940060
940061
940062
940063
940064
940065
940066
940067
940068
940069
940070
940071
940072
940073
940074
940075
940076
940077
940078
940079
940080
940081
940082
940083
940085
940086
940087
940088
940089
940090
940091
940092
940093
940094
940095
940096
940097
940098
940099
940100
940101
940102
940103
940104
940105
940106
940107
940108
940109
940110
940111
940112
940113
940114
940115
940116
940117
940118
940119
940120
940121
940122
940123
940125
940126
940127
940128
940129
940130
940131
940132
940133
940134
940135
940136
940137
940138
940139
940140
940141
940142
940143
940144
940145
940146
940147
940148
940149
940150
940151
940152
940153
940154
940155
940156
940157
940158
940159
940160
940161
940162
940163
940164
940165
940166
940167
940168
940169
940170
940171
940172
940173
940174
940175
940176
940177
940178
940179
940180
940181
940182
940183
940184
940185
940186
940187
940188
940189
940190
940191
940192
940193
940194
940195
940196
